ward_no,ward_name,bus_stop_count,area_sqkm,year,population,model
31,Aundh I.T.I,18,2.539171918525782,2030,19155.773132578423,logistic
32,RajBhavan,34,5.168393419326625,2030,22252.444645888372,logistic
33,Chaturshingi Mandir,8,1.1419185308020572,2030,25370.53333402593,logistic
34,Model Colony,26,1.4646198047466115,2030,18761.445148987692,logistic
35,Morden Collage,17,1.395941986892558,2030,18480.502208601964,logistic
36,P.M.C Bhavan,38,1.1414179414388097,2030,15877.685550140472,logistic
37,Dr.Nayadu Hospital,2,1.3480075292749187,2030,19376.24404992148,logistic
38,Bundgarden,4,0.7804556356850427,2030,17758.61743353012,logistic
39,Wadiya Collage,25,1.2781866001536928,2030,18200.819102029625,logistic
40,Koregaon Park,19,2.8716448156206607,2030,18500.659549616186,logistic
41,Mundhvagaon,38,5.818015015263486,2030,24129.597027837848,logistic
42,Magarpatta Hadapsar,16,3.4947159571684066,2030,51567.51764963499,logistic
43,Hadapsar Indestrial Estate,13,2.406516142321506,2030,37458.63877349255,logistic
44,Sent Patric Town,7,1.1636347181869984,2030,34586.217678965826,logistic
45,Vikas Nagar Ghorpadi,22,2.1741127650138,2030,37823.990579375335,logistic
46,Dr.Babasaheb Ambedkar Udhyan,25,1.3472809821212117,2030,18564.91107409902,logistic
47,Sasoon Hospital,20,0.7065481379789972,2030,17879.561479615455,logistic
48,Kamla Nehru Hospital,5,0.24482796572182278,2030,20711.66789211373,logistic
49,Juna Bazar,3,0.29398145747033644,2030,23560.15214418606,logistic
50,Kasba Ganpati,7,0.24683921233048559,2030,20085.53048685944,logistic
51,Shanivarwada,12,0.39530995583144174,2030,17415.942636288335,logistic
52,New English School(Ramanbaug),22,0.4968417091453148,2030,15461.940391722128,logistic
53,Fergussion Collage,22,1.3925295863792206,2030,20308.521071829276,logistic
54,Dr.Homi Baba Hospital,2,0.20331948933288244,2030,21026.626345460958,logistic
55,Gokhlenagar,13,0.652530203031312,2030,18411.211348865574,logistic
56,Vidhi Mahavidhyalaya,29,2.358240557117262,2030,19184.749310286366,logistic
57,Shankarrao More Vidhyalaya,1,0.9560685273717663,2030,22757.638005057324,logistic
58,RamBaug Colony,17,1.0623312876499673,2030,25504.075718245156,logistic
59,Kishkindhanagar,4,1.3521602624869051,2030,36672.50247393787,logistic
60,Ramkrishna Parmhance Nagar,12,1.996767417945225,2030,24367.705618568354,logistic
61,Ved Bhavan,50,8.719064722193261,2030,47255.10650640474,logistic
62,Mahatma Society -Kothrud,20,1.3645948083321595,2030,41631.208363436635,logistic
63,Wanaj Compani,10,0.3781422401129699,2030,23679.83635645801,logistic
64,Yashwantrao Chavan Natyagrha,13,0.5900851857480619,2030,25224.392611672814,logistic
65,Idiol Colony,22,0.8774911291760036,2030,16629.80633673365,logistic
66,Dinanath Mangeshkar Rugnalaya,11,1.212445720844982,2030,21526.780369376356,logistic
67,Deccon Jimkhana,11,1.2702216330584255,2030,16263.19469703748,logistic
68,RajendraNagar,18,0.7412252722569388,2030,15948.236243690248,logistic
69,Vishrambaugwada,7,0.34919907084086393,2030,15669.812970931298,logistic
70,Mahatama Phule Mandi,12,0.31651390740893653,2030,13545.733161557593,logistic
71,City Post,7,0.27201896198664727,2030,16051.542616388138,logistic
72,Ganeshpeth Gurudwara,12,0.22538465972839727,2030,18734.988638906525,logistic
73,Tilak Aaurved Mahavidhyalaya,5,0.28537450797725766,2030,20098.12882499333,logistic
74,Rajewadi,2,0.41612205220796705,2030,19635.769815479594,logistic
75,Harkanagar,4,0.27982482910970646,2030,19240.181998075477,logistic
76,Jonral Arunkumar vaidya Stedium,2,0.24380262540443495,2030,21989.139378890086,logistic
77,Doke Talim,7,0.18867720208635028,2030,21757.329957226524,logistic
78,Swami Samarth Mandir Ganesh peth,3,0.2629814824548201,2030,18893.727699393527,logistic
79,Dr.Kotnis Davakhana,7,0.21686039125988665,2030,17268.54208012183,logistic
80,Renuka Swarup Prashala,7,0.3001494040456044,2030,17192.952051318494,logistic
81,S.P.Collage,23,0.9891660657658213,2030,16719.254537484263,logistic
82,Subhashnagar,7,0.48250835349308085,2030,17670.429066592893,logistic
83,Ghorpade Udhyan,4,0.2863058429935275,2030,15807.134856590692,logistic
84,Panch Houd Mission,1,0.19085098659965183,2030,23095.273467045554,logistic
85,Mahatma Phule Smark (Samata Bhumi),4,0.3712114543465353,2030,19764.27286444527,logistic
86,Lohianagar,0,0.12369455668204413,2030,23430.389261407003,logistic
87,Ekbote Colony,10,0.3595895646641352,2030,18438.92769276013,logistic
88,Gurunanak Nagar,2,0.22037248284296665,2030,23295.58704337439,logistic
89,Wawadi Gaon,8,2.0415128970956613,2030,29844.203205369962,logistic
90,Ramtekdi,0,2.4395280364667165,2030,25850.530016927103,logistic
91,Hadapsar Gaon,21,0.7952005835970511,2030,28178.702904069814,logistic
92,Glayding Center,15,1.5919119997327165,2030,25837.931678793215,logistic
93,Sadhana Vidhylaya,20,1.9980624344720295,2030,36079.12074783169,logistic
94,Satavwadi,2,0.6857926160187855,2030,27514.770484413857,logistic
95,Kaleborate Nagar,12,3.7610042739169907,2030,56443.07450745008,logistic
96,Mahamodwadi,37,9.37297015279776,2030,55771.583084913786,logistic
97,Mahadji Shinde Chatri,13,2.4598011490274962,2030,35893.92517726352,logistic
98,Salasbari Park,3,0.652153209520344,2030,23068.816956964387,logistic
99,Tilak Maharashtra Vidhyapeeth,19,0.7708325731486053,2030,23274.169868546778,logistic
100,Parvati Darshan,32,1.0303318112295212,2030,25548.16990171377,logistic
101,Parvatigaon,5,0.3672895938241417,2030,20647.416367630896,logistic
102,Paravati Jal kendra,5,0.4066644621392935,2030,18551.052902151743,logistic
103,Dandekar Pul-Dattawadi,14,0.2981122549980129,2030,21077.019697996515,logistic
104,Pu.La.Deshpande Udhyan,32,1.1390932693061566,2030,29478.851399487176,logistic
105,Mejor Thathwade Udhyan,26,1.3193484023514679,2030,22493.07290424565,logistic
106,Kothrud Gaon,8,0.9152036526045038,2030,25187.85743108454,logistic
107,Happy Colony,5,0.5775870205808963,2030,23518.57762834423,logistic
108,Dahanukar Colony,13,1.1087987147685938,2030,16159.888324339589,logistic
109,Warje Jal Shudhikaran Prakalpa,37,3.0198453356508868,2030,44599.376827780914,logistic
110,Popularnagar Warje,47,4.101959511702787,2030,49071.78686531155,logistic
111,Warje  Malwadi,0,1.9950722555755094,2030,32950.953389187016,logistic
112,Maharshi karve Nagar,2,1.635844975055324,2030,30855.849757521257,logistic
113,Higne Steri Shikshan Sanstha,23,0.6597310845454387,2030,27679.808713967806,logistic
114,Janta Vasahat,0,0.49749440022392893,2030,22631.654623718434,logistic
115,Shau Collage,10,0.7498490983814885,2030,20573.08617264095,logistic
116,Parvati Industrial Estate,4,0.7172989411723864,2030,18939.08171667553,logistic
117,Maharshi Nagar,16,1.0839399246815633,2030,20183.797524303776,logistic
118,Chatrapati Shivaji Marketyard,7,0.6404272345584302,2030,23839.835250758402,logistic
119,D.A.D Colony,13,2.4892163331875445,2030,27969.570491047256,logistic
120,Kondhva Khurd,8,2.2113895991294408,2030,31513.48300811027,logistic
121,N.I.B.M,18,2.985179419066149,2030,44014.813938368454,logistic
122,Mithanagar,4,1.8356244983343117,2030,62189.176530316916,logistic
123,Bibvewadi,11,2.236711481429142,2030,31232.540067724538,logistic
124,Shankar Maharaj Math,7,0.86464568920914,2030,25594.783752809155,logistic
125,Padmavati -Areneshwar,6,0.9752640708477103,2030,26078.559937150498,logistic
126,Taljai Mandir,15,1.4391136599231276,2030,23751.646883821177,logistic
127,Anandnagar -Higne Khurd,2,2.0833060610337593,2030,32482.295210606346,logistic
128,Vitthalwadi,56,2.2825443041815694,2030,45454.80398707198,logistic
129,Vadgaon Dhayari,46,5.640416551056436,2030,56286.85511458985,logistic
130,Vadgaon Budruk,17,2.1969413330860137,2030,32599.45975525151,logistic
131,Manikbaug,5,0.9170532726776326,2030,26035.725587495275,logistic
132,Chavannagar,7,1.1133117290635963,2030,33618.66531028314,logistic
133,Dhankawadi Ambegaon Pathar,9,0.7348615516078754,2030,30094.910134234353,logistic
134,Dhankawadi Gaon,7,0.5021894670379561,2030,31682.300739104383,logistic
135,Chaitanya Nagar Dhankawadi,8,0.46647041481775237,2030,18935.302215235362,logistic
136,Balajinagar,2,0.2830690532138939,2030,25090.850227453593,logistic
137,Sukhsagarnagar,14,0.896477634849471,2030,39546.18340227798,logistic
138,Vishwakarma Institute (Bibvewadi),4,0.456630408109772,2030,20733.08506694134,logistic
139,Upper Indiranagar Bibvewadi,0,0.8069825767790564,2030,44758.115888267916,logistic
140,Kondhva Budrukh,47,6.30890085146977,2030,57292.20249767421,logistic
141,Katraj Gaon,46,4.354854659744557,2030,51922.790785010664,logistic
142,Rajiv Gandhi Pranisangrhalya,23,1.1691917284035682,2030,21501.583693108576,logistic
143,Bharti Vidhyapeeth,20,2.1752284142763765,2030,51575.07665251532,logistic
144,Agam Mandir Katraj,34,3.1751319591382487,2030,33715.67251391409,logistic
