ward_no,ward_name,population,bus_stop_count,area_sqkm,year,model
36,P.M.C Bhavan,13812.549757555365,38,1.1414179414388097,2018,logistic
36,P.M.C Bhavan,13985.837589503424,38,1.1414179414388097,2019,logistic
36,P.M.C Bhavan,14159.087135434227,38,1.1414179414388097,2020,logistic
36,P.M.C Bhavan,14332.244299579846,38,1.1414179414388097,2021,logistic
36,P.M.C Bhavan,14505.255101531708,38,1.1414179414388097,2022,logistic
36,P.M.C Bhavan,14678.065743458319,38,1.1414179414388097,2023,logistic
36,P.M.C Bhavan,14850.622676839477,38,1.1414179414388097,2024,logistic
36,P.M.C Bhavan,15022.872668541568,38,1.1414179414388097,2025,logistic
36,P.M.C Bhavan,15194.762866061608,38,1.1414179414388097,2026,logistic
36,P.M.C Bhavan,15366.240861771294,38,1.1414179414388097,2027,logistic
36,P.M.C Bhavan,15537.254755996986,38,1.1414179414388097,2028,logistic
36,P.M.C Bhavan,15707.753218776614,38,1.1414179414388097,2029,logistic
36,P.M.C Bhavan,15877.685550140472,38,1.1414179414388097,2030,logistic
37,Dr.Nayadu Hospital,15379.999999999998,2,1.3480075292749187,2011,logistic
37,Dr.Nayadu Hospital,15589.954922828529,2,1.3480075292749187,2012,logistic
37,Dr.Nayadu Hospital,15800.322259828743,2,1.3480075292749187,2013,logistic
37,Dr.Nayadu Hospital,16011.037310729134,2,1.3480075292749187,2014,logistic
37,Dr.Nayadu Hospital,16222.034943606057,2,1.3480075292749187,2015,logistic
37,Dr.Nayadu Hospital,16433.249674949406,2,1.3480075292749187,2016,logistic
37,Dr.Nayadu Hospital,16644.615750656136,2,1.3480075292749187,2017,logistic
37,Dr.Nayadu Hospital,16856.067227739546,2,1.3480075292749187,2018,logistic
37,Dr.Nayadu Hospital,17067.538056539128,2,1.3480075292749187,2019,logistic
37,Dr.Nayadu Hospital,17278.962163213393,2,1.3480075292749187,2020,logistic
37,Dr.Nayadu Hospital,17490.273532296913,2,1.3480075292749187,2021,logistic
37,Dr.Nayadu Hospital,17701.406289102408,2,1.3480075292749187,2022,logistic
37,Dr.Nayadu Hospital,17912.294781749497,2,1.3480075292749187,2023,logistic
37,Dr.Nayadu Hospital,18122.873662603437,2,1.3480075292749187,2024,logistic
37,Dr.Nayadu Hospital,18333.077968909725,2,1.3480075292749187,2025,logistic
37,Dr.Nayadu Hospital,18542.843202414308,2,1.3480075292749187,2026,logistic
37,Dr.Nayadu Hospital,18752.105407763425,2,1.3480075292749187,2027,logistic
37,Dr.Nayadu Hospital,18960.80124948295,2,1.3480075292749187,2028,logistic
37,Dr.Nayadu Hospital,19168.868087343035,2,1.3480075292749187,2029,logistic
37,Dr.Nayadu Hospital,19376.24404992148,2,1.3480075292749187,2030,logistic
38,Bundgarden,14096.0,4,0.7804556356850427,2011,logistic
38,Bundgarden,14288.426826540373,4,0.7804556356850427,2012,logistic
38,Bundgarden,14481.23163683654,4,0.7804556356850427,2013,logistic
38,Bundgarden,14674.355132122098,4,0.7804556356850427,2014,logistic
38,Bundgarden,14867.737618015019,4,0.7804556356850427,2015,logistic
38,Bundgarden,15061.319077899014,4,0.7804556356850427,2016,logistic
38,Bundgarden,15255.039247155326,4,0.7804556356850427,2017,logistic
38,Bundgarden,15448.837688050497,4,0.7804556356850427,2018,logistic
38,Bundgarden,15642.653865082935,4,0.7804556356850427,2019,logistic
38,Bundgarden,15836.427220588816,4,0.7804556356850427,2020,logistic
38,Bundgarden,16030.097250406849,4,0.7804556356850427,2021,logistic
38,Bundgarden,16223.60357940101,4,0.7804556356850427,2022,logistic
38,Bundgarden,16416.886036641154,4,0.7804556356850427,2023,logistic
38,Bundgarden,16609.884730042788,4,0.7804556356850427,2024,logistic
38,Bundgarden,16802.54012026993,4,0.7804556356850427,2025,logistic
38,Bundgarden,16994.7930937082,4,0.7804556356850427,2026,logistic
38,Bundgarden,17186.585034319458,4,0.7804556356850427,2027,logistic
38,Bundgarden,17377.857894194516,4,0.7804556356850427,2028,logistic
38,Bundgarden,17568.55426262597,4,0.7804556356850427,2029,logistic
38,Bundgarden,17758.61743353012,4,0.7804556356850427,2030,logistic
39,Wadiya Collage,14446.999999999998,25,1.2781866001536928,2011,logistic
39,Wadiya Collage,14644.218385572414,25,1.2781866001536928,2012,logistic
39,Wadiya Collage,14841.824166953567,25,1.2781866001536928,2013,logistic
39,Wadiya Collage,15039.756568797386,25,1.2781866001536928,2014,logistic
39,Wadiya Collage,15237.954410291073,25,1.2781866001536928,2015,logistic
39,Wadiya Collage,15436.356180363722,25,1.2781866001536928,2016,logistic
39,Wadiya Collage,15634.90011376653,25,1.2781866001536928,2017,logistic
39,Wadiya Collage,15833.524267825305,25,1.2781866001536928,2018,logistic
39,Wadiya Collage,16032.16659966325,25,1.2781866001536928,2019,logistic
39,Wadiya Collage,16230.765043689458,25,1.2781866001536928,2020,logistic
39,Wadiya Collage,16429.257589147823,25,1.2781866001536928,2021,logistic
39,Wadiya Collage,16627.582357520318,25,1.2781866001536928,2022,logistic
39,Wadiya Collage,16825.677679579647,25,1.2781866001536928,2023,logistic
39,Wadiya Collage,17023.482171887637,25,1.2781866001536928,2024,logistic
39,Wadiya Collage,17220.934812538282,25,1.2781866001536928,2025,logistic
39,Wadiya Collage,17417.97501594795,25,1.2781866001536928,2026,logistic
39,Wadiya Collage,17614.542706499233,25,1.2781866001536928,2027,logistic
39,Wadiya Collage,17810.578390850464,25,1.2781866001536928,2028,logistic
39,Wadiya Collage,18006.023228728533,25,1.2781866001536928,2029,logistic
39,Wadiya Collage,18200.819102029625,25,1.2781866001536928,2030,logistic
40,Koregaon Park,14685.0,19,2.8716448156206607,2011,logistic
40,Koregaon Park,14885.467362921778,19,2.8716448156206607,2012,logistic
40,Koregaon Park,15086.328503614117,19,2.8716448156206607,2013,logistic
40,Koregaon Park,15287.521645517383,19,2.8716448156206607,2014,logistic
40,Koregaon Park,15488.98459992555,19,2.8716448156206607,2015,logistic
40,Koregaon Park,15690.654842433813,19,2.8716448156206607,2016,logistic
40,Koregaon Park,15892.469590272132,19,2.8716448156206607,2017,logistic
40,Koregaon Park,16094.365880322186,19,2.8716448156206607,2018,logistic
40,Koregaon Park,16296.280647612295,19,2.8716448156206607,2019,logistic
40,Koregaon Park,16498.15080408249,19,2.8716448156206607,2020,logistic
40,Koregaon Park,16699.913317410937,19,2.8716448156206607,2021,logistic
40,Koregaon Park,16901.505289692384,19,2.8716448156206607,2022,logistic
40,Koregaon Park,17102.86403576017,19,2.8716448156206607,2023,logistic
40,Koregaon Park,17303.92716094483,19,2.8716448156206607,2024,logistic
40,Koregaon Park,17504.632638064977,19,2.8716448156206607,2025,logistic
40,Koregaon Park,17704.91888344955,19,2.8716448156206607,2026,logistic
40,Koregaon Park,17904.724831794923,19,2.8716448156206607,2027,logistic
40,Koregaon Park,18103.990009665613,19,2.8716448156206607,2028,logistic
40,Koregaon Park,18302.654607453347,19,2.8716448156206607,2029,logistic
40,Koregaon Park,18500.659549616186,19,2.8716448156206607,2030,logistic
41,Mundhvagaon,19153.0,38,5.818015015263486,2011,logistic
41,Mundhvagaon,19414.460769631653,38,5.818015015263486,2012,logistic
41,Mundhvagaon,19676.435126300385,38,5.818015015263486,2013,logistic
41,Mundhvagaon,19938.84249755495,38,5.818015015263486,2014,logistic
41,Mundhvagaon,20201.601773399663,38,5.818015015263486,2015,logistic
41,Mundhvagaon,20464.63140600169,38,5.818015015263486,2016,logistic
41,Mundhvagaon,20727.849510553773,38,5.818015015263486,2017,logistic
41,Mundhvagaon,20991.173967028317,38,5.818015015263486,2018,logistic
41,Mundhvagaon,21254.52252255487,38,5.818015015263486,2019,logistic
41,Mundhvagaon,21517.81289414994,38,5.818015015263486,2020,logistic
41,Mundhvagaon,21780.96287152684,38,5.818015015263486,2021,logistic
41,Mundhvagaon,22043.890419712512,38,5.818015015263486,2022,logistic
41,Mundhvagaon,22306.51378119949,38,5.818015015263486,2023,logistic
41,Mundhvagaon,22568.751577363044,38,5.818015015263486,2024,logistic
41,Mundhvagaon,22830.52290887698,38,5.818015015263486,2025,logistic
41,Mundhvagaon,23091.74745486614,38,5.818015015263486,2026,logistic
41,Mundhvagaon,23352.3455705392,38,5.818015015263486,2027,logistic
41,Mundhvagaon,23612.238383052467,38,5.818015015263486,2028,logistic
41,Mundhvagaon,23871.347885362884,38,5.818015015263486,2029,logistic
41,Mundhvagaon,24129.597027837848,38,5.818015015263486,2030,logistic
42,Magarpatta Hadapsar,40932.0,16,3.4947159571684066,2011,logistic
42,Magarpatta Hadapsar,41490.769499428956,16,3.4947159571684066,2012,logistic
42,Magarpatta Hadapsar,42050.63658903187,16,3.4947159571684066,2013,logistic
42,Magarpatta Hadapsar,42611.429076902794,16,3.4947159571684066,2014,logistic
42,Magarpatta Hadapsar,43172.97362234611,16,3.4947159571684066,2015,logistic
42,Magarpatta Hadapsar,43735.09594896158,16,3.4947159571684066,2016,logistic
42,Magarpatta Hadapsar,44297.62106019877,16,3.4947159571684066,2017,logistic
42,Magarpatta Hadapsar,44860.37345681633,16,3.4947159571684066,2018,logistic
42,Magarpatta Hadapsar,45423.17735567358,16,3.4947159571684066,2019,logistic
42,Magarpatta Hadapsar,45985.85690927508,16,3.4947159571684066,2020,logistic
42,Magarpatta Hadapsar,46548.236425486175,16,3.4947159571684066,2021,logistic
42,Magarpatta Hadapsar,47110.14058683614,16,3.4947159571684066,2022,logistic
42,Magarpatta Hadapsar,47671.39466882773,16,3.4947159571684066,2023,logistic
42,Magarpatta Hadapsar,48231.82475667646,16,3.4947159571684066,2024,logistic
42,Magarpatta Hadapsar,48791.25795990982,16,3.4947159571684066,2025,logistic
42,Magarpatta Hadapsar,49349.52262426674,16,3.4947159571684066,2026,logistic
42,Magarpatta Hadapsar,49906.44854034932,16,3.4947159571684066,2027,logistic
42,Magarpatta Hadapsar,50461.8671484939,16,3.4947159571684066,2028,logistic
42,Magarpatta Hadapsar,51015.61173934494,16,3.4947159571684066,2029,logistic
42,Magarpatta Hadapsar,51567.51764963499,16,3.4947159571684066,2030,logistic
43,Hadapsar Indestrial Estate,29733.0,13,2.406516142321506,2011,logistic
43,Hadapsar Indestrial Estate,30138.8900988596,13,2.406516142321506,2012,logistic
43,Hadapsar Indestrial Estate,30545.57748709285,13,2.406516142321506,2013,logistic
43,Hadapsar Indestrial Estate,30952.937084519464,13,2.406516142321506,2014,logistic
43,Hadapsar Indestrial Estate,31360.842976478474,13,2.406516142321506,2015,logistic
43,Hadapsar Indestrial Estate,31769.16856861318,13,2.406516142321506,2016,logistic
43,Hadapsar Indestrial Estate,32177.786743449866,13,2.406516142321506,2017,logistic
43,Hadapsar Indestrial Estate,32586.570018360202,13,2.406516142321506,2018,logistic
43,Hadapsar Indestrial Estate,32995.39070449141,13,2.406516142321506,2019,logistic
43,Hadapsar Indestrial Estate,33404.121066243424,13,2.406516142321506,2020,logistic
43,Hadapsar Indestrial Estate,33812.63348087023,13,2.406516142321506,2021,logistic
43,Hadapsar Indestrial Estate,34220.80059778166,13,2.406516142321506,2022,logistic
43,Hadapsar Indestrial Estate,34628.4954971234,13,2.406516142321506,2023,logistic
43,Hadapsar Indestrial Estate,35035.59184721638,13,2.406516142321506,2024,logistic
43,Hadapsar Indestrial Estate,35441.96406044167,13,2.406516142321506,2025,logistic
43,Hadapsar Indestrial Estate,35847.48744716415,13,2.406516142321506,2026,logistic
43,Hadapsar Indestrial Estate,36252.03836729714,13,2.406516142321506,2027,logistic
43,Hadapsar Indestrial Estate,36655.49437912071,13,2.406516142321506,2028,logistic
43,Hadapsar Indestrial Estate,37057.734384978576,13,2.406516142321506,2029,logistic
43,Hadapsar Indestrial Estate,37458.63877349255,13,2.406516142321506,2030,logistic
44,Sent Patric Town,27453.0,7,1.1636347181869984,2011,logistic
44,Sent Patric Town,27827.765441899326,7,1.1636347181869984,2012,logistic
44,Sent Patric Town,28203.26703505062,7,1.1636347181869984,2013,logistic
44,Sent Patric Town,28579.38929073127,7,1.1636347181869984,2014,logistic
44,Sent Patric Town,28956.01594972803,7,1.1636347181869984,2015,logistic
44,Sent Patric Town,29333.03012525267,7,1.1636347181869984,2016,logistic
44,Sent Patric Town,29710.314447513847,7,1.1636347181869984,2017,logistic
44,Sent Patric Town,30087.751209566566,7,1.1636347181869984,2018,logistic
44,Sent Patric Town,30465.22251405518,7,1.1636347181869984,2019,logistic
44,Sent Patric Town,30842.610420461464,7,1.1636347181869984,2020,logistic
44,Sent Patric Town,31219.79709246731,7,1.1636347181869984,2021,logistic
44,Sent Patric Town,31596.66494504086,7,1.1636347181869984,2022,logistic
44,Sent Patric Town,31973.09679085624,7,1.1636347181869984,2023,logistic
44,Sent Patric Town,32348.97598566009,7,1.1636347181869984,2024,logistic
44,Sent Patric Town,32724.18657220278,7,1.1636347181869984,2025,logistic
44,Sent Patric Town,33098.61342235891,7,1.1636347181869984,2026,logistic
44,Sent Patric Town,33472.14237706953,7,1.1636347181869984,2027,logistic
44,Sent Patric Town,33844.66038374873,7,1.1636347181869984,2028,logistic
44,Sent Patric Town,34216.055630808085,7,1.1636347181869984,2029,logistic
44,Sent Patric Town,34586.217678965826,7,1.1636347181869984,2030,logistic
45,Vikas Nagar Ghorpadi,30023.0,22,2.1741127650138,2011,logistic
45,Vikas Nagar Ghorpadi,30432.848936806302,22,2.1741127650138,2012,logistic
45,Vikas Nagar Ghorpadi,30843.502939326292,22,2.1741127650138,2013,logistic
45,Vikas Nagar Ghorpadi,31254.835707413575,22,2.1741127650138,2014,logistic
45,Vikas Nagar Ghorpadi,31666.720098301994,22,2.1741127650138,2015,logistic
45,Vikas Nagar Ghorpadi,32079.02828290026,22,2.1741127650138,2016,logistic
45,Vikas Nagar Ghorpadi,32491.63190389787,22,2.1741127650138,2017,logistic
45,Vikas Nagar Ghorpadi,32904.402235268164,22,2.1741127650138,2018,logistic
45,Vikas Nagar Ghorpadi,33317.21034274865,22,2.1741127650138,2019,logistic
45,Vikas Nagar Ghorpadi,33729.92724487358,22,2.1741127650138,2020,logistic
45,Vikas Nagar Ghorpadi,34142.42407413201,22,2.1741127650138,2021,logistic
45,Vikas Nagar Ghorpadi,34554.57223782325,22,2.1741127650138,2022,logistic
45,Vikas Nagar Ghorpadi,34966.24357818369,22,2.1741127650138,2023,logistic
45,Vikas Nagar Ghorpadi,35377.310531361705,22,2.1741127650138,2024,logistic
45,Vikas Nagar Ghorpadi,35787.646284822935,22,2.1741127650138,2025,logistic
45,Vikas Nagar Ghorpadi,36197.12493277534,22,2.1741127650138,2026,logistic
45,Vikas Nagar Ghorpadi,36605.62162921205,22,2.1741127650138,2027,logistic
45,Vikas Nagar Ghorpadi,37013.01273818118,22,2.1741127650138,2028,logistic
45,Vikas Nagar Ghorpadi,37419.17598090377,22,2.1741127650138,2029,logistic
45,Vikas Nagar Ghorpadi,37823.990579375335,22,2.1741127650138,2030,logistic
46,Dr.Babasaheb Ambedkar Udhyan,14736.000000000002,25,1.3472809821212117,2011,logistic
46,Dr.Babasaheb Ambedkar Udhyan,14937.163572353786,25,1.3472809821212117,2012,logistic
46,Dr.Babasaheb Ambedkar Udhyan,15138.722290041378,25,1.3472809821212117,2013,logistic
46,Dr.Babasaheb Ambedkar Udhyan,15340.614161957383,25,1.3472809821212117,2014,logistic
46,Dr.Babasaheb Ambedkar Udhyan,15542.776783418652,25,1.3472809821212117,2015,logistic
46,Dr.Babasaheb Ambedkar Udhyan,15745.147412877403,25,1.3472809821212117,2016,logistic
46,Dr.Babasaheb Ambedkar Udhyan,15947.663049523333,25,1.3472809821212117,2017,logistic
46,Dr.Babasaheb Ambedkar Udhyan,16150.26051157152,25,1.3472809821212117,2018,logistic
46,Dr.Babasaheb Ambedkar Udhyan,16352.87651502995,25,1.3472809821212117,2019,logistic
46,Dr.Babasaheb Ambedkar Udhyan,16555.44775273814,25,1.3472809821212117,2020,logistic
46,Dr.Babasaheb Ambedkar Udhyan,16757.91097346732,25,1.3472809821212117,2021,logistic
46,Dr.Babasaheb Ambedkar Udhyan,16960.203060872114,25,1.3472809821212117,2022,logistic
46,Dr.Babasaheb Ambedkar Udhyan,17162.261112084565,25,1.3472809821212117,2023,logistic
46,Dr.Babasaheb Ambedkar Udhyan,17364.0225157428,25,1.3472809821212117,2024,logistic
46,Dr.Babasaheb Ambedkar Udhyan,17565.42502924927,25,1.3472809821212117,2025,logistic
46,Dr.Babasaheb Ambedkar Udhyan,17766.406855057037,25,1.3472809821212117,2026,logistic
46,Dr.Babasaheb Ambedkar Udhyan,17966.90671578686,25,1.3472809821212117,2027,logistic
46,Dr.Babasaheb Ambedkar Udhyan,18166.863927983144,25,1.3472809821212117,2028,logistic
46,Dr.Babasaheb Ambedkar Udhyan,18366.21847432295,25,1.3472809821212117,2029,logistic
46,Dr.Babasaheb Ambedkar Udhyan,18564.91107409902,25,1.3472809821212117,2030,logistic
47,Sasoon Hospital,14192.0,20,0.7065481379789972,2011,logistic
47,Sasoon Hospital,14385.737338412386,20,0.7065481379789972,2012,logistic
47,Sasoon Hospital,14579.855234817265,20,0.7065481379789972,2013,logistic
47,Sasoon Hospital,14774.293986597391,20,0.7065481379789972,2014,logistic
47,Sasoon Hospital,14968.993492825564,20,0.7065481379789972,2015,logistic
47,Sasoon Hospital,15163.893328145772,20,0.7065481379789972,2016,logistic
47,Sasoon Hospital,15358.932817510527,20,0.7065481379789972,2017,logistic
47,Sasoon Hospital,15554.05111157865,20,0.7065481379789972,2018,logistic
47,Sasoon Hospital,15749.187262574987,20,0.7065481379789972,2019,logistic
47,Sasoon Hospital,15944.280300411216,20,0.7065481379789972,2020,logistic
47,Sasoon Hospital,16139.26930886592,20,0.7065481379789972,2021,logistic
47,Sasoon Hospital,16334.093501621677,20,0.7065481379789972,2022,logistic
47,Sasoon Hospital,16528.692297957667,20,0.7065481379789972,2023,logistic
47,Sasoon Hospital,16723.00539789779,20,0.7065481379789972,2024,logistic
47,Sasoon Hospital,16916.97285661683,20,0.7065481379789972,2025,logistic
47,Sasoon Hospital,17110.535157910523,20,0.7065481379789972,2026,logistic
47,Sasoon Hospital,17303.63328653957,20,0.7065481379789972,2027,logistic
47,Sasoon Hospital,17496.20879926281,20,0.7065481379789972,2028,logistic
47,Sasoon Hospital,17688.20389438052,20,0.7065481379789972,2029,logistic
47,Sasoon Hospital,17879.561479615455,20,0.7065481379789972,2030,logistic
48,Kamla Nehru Hospital,16440.0,5,0.24482796572182278,2011,logistic
48,Kamla Nehru Hospital,16664.42515808199,5,0.24482796572182278,2012,logistic
48,Kamla Nehru Hospital,16889.291154199258,5,0.24482796572182278,2013,logistic
48,Kamla Nehru Hospital,17114.528828893825,5,0.24482796572182278,2014,logistic
48,Kamla Nehru Hospital,17340.068561305827,5,0.24482796572182278,2015,logistic
48,Kamla Nehru Hospital,17565.840354757365,5,0.24482796572182278,2016,logistic
48,Kamla Nehru Hospital,17791.77392332815,5,0.24482796572182278,2017,logistic
48,Kamla Nehru Hospital,18017.79877919624,5,0.24482796572182278,2018,logistic
48,Kamla Nehru Hospital,18243.84432051387,5,0.24482796572182278,2019,logistic
48,Kamla Nehru Hospital,18469.83991958571,5,0.24482796572182278,2020,logistic
48,Kamla Nehru Hospital,18695.71501111582,5,0.24482796572182278,2021,logistic
48,Kamla Nehru Hospital,18921.39918028892,5,0.24482796572182278,2022,logistic
48,Kamla Nehru Hospital,19146.822250452653,5,0.24482796572182278,2023,logistic
48,Kamla Nehru Hospital,19371.914370169085,5,0.24482796572182278,2024,logistic
48,Kamla Nehru Hospital,19596.60609940676,5,0.24482796572182278,2025,logistic
48,Kamla Nehru Hospital,19820.828494648325,5,0.24482796572182278,2026,logistic
48,Kamla Nehru Hospital,20044.51319269381,5,0.24482796572182278,2027,logistic
48,Kamla Nehru Hospital,20267.592492945365,5,0.24482796572182278,2028,logistic
48,Kamla Nehru Hospital,20489.999437966162,5,0.24482796572182278,2029,logistic
48,Kamla Nehru Hospital,20711.66789211373,5,0.24482796572182278,2030,logistic
49,Juna Bazar,18701.0,3,0.29398145747033644,2011,logistic
49,Juna Bazar,18956.290442900932,3,0.29398145747033644,2012,logistic
49,Juna Bazar,19212.08235247447,3,0.29398145747033644,2013,logistic
49,Juna Bazar,19468.29705773378,3,0.29398145747033644,2014,logistic
49,Juna Bazar,19724.855362833347,3,0.29398145747033644,2015,logistic
49,Juna Bazar,19981.677644423202,3,0.29398145747033644,2016,logistic
49,Juna Bazar,20238.68395013137,3,0.29398145747033644,2017,logistic
49,Juna Bazar,20495.794097916598,3,0.29398145747033644,2018,logistic
49,Juna Bazar,20752.927776029795,3,0.29398145747033644,2019,logistic
49,Juna Bazar,21010.004643319484,3,0.29398145747033644,2020,logistic
49,Juna Bazar,21266.944429615385,3,0.29398145747033644,2021,logistic
49,Juna Bazar,21523.667035923547,3,0.29398145747033644,2022,logistic
49,Juna Bazar,21780.09263416758,3,0.29398145747033644,2023,logistic
49,Juna Bazar,22036.14176621241,3,0.29398145747033644,2024,logistic
49,Juna Bazar,22291.735441910325,3,0.29398145747033644,2025,logistic
49,Juna Bazar,22546.795235913523,3,0.29398145747033644,2026,logistic
49,Juna Bazar,22801.243383002853,3,0.29398145747033644,2027,logistic
49,Juna Bazar,23055.00287168925,3,0.29398145747033644,2028,logistic
49,Juna Bazar,23307.997535851893,3,0.29398145747033644,2029,logistic
49,Juna Bazar,23560.15214418606,3,0.29398145747033644,2030,logistic
50,Kasba Ganpati,15943.0,7,0.24683921233048559,2011,logistic
50,Kasba Ganpati,16160.640528911264,7,0.24683921233048559,2012,logistic
50,Kasba Ganpati,16378.708568819875,7,0.24683921233048559,2013,logistic
50,Kasba Ganpati,16597.13705103736,7,0.24683921233048559,2014,logistic
50,Kasba Ganpati,16815.858459422067,7,0.24683921233048559,2015,logistic
50,Kasba Ganpati,17034.80491337571,7,0.24683921233048559,2016,logistic
50,Kasba Ganpati,17253.908251801742,7,0.24683921233048559,2017,logistic
50,Kasba Ganpati,17473.100117805694,7,0.24683921233048559,2018,logistic
50,Kasba Ganpati,17692.31204391439,7,0.24683921233048559,2019,logistic
50,Kasba Ganpati,17911.4755375885,7,0.24683921233048559,2020,logistic
50,Kasba Ganpati,18130.52216680167,7,0.24683921233048559,2021,logistic
50,Kasba Ganpati,18349.383645459016,7,0.24683921233048559,2022,logistic
50,Kasba Ganpati,18567.991918428626,7,0.24683921233048559,2023,logistic
50,Kasba Ganpati,18786.279245961417,7,0.24683921233048559,2024,logistic
50,Kasba Ganpati,19004.17828727749,7,0.24683921233048559,2025,logistic
50,Kasba Ganpati,19221.622183100866,7,0.24683921233048559,2026,logistic
50,Kasba Ganpati,19438.54463692928,7,0.24683921233048559,2027,logistic
50,Kasba Ganpati,19654.879994831383,7,0.24683921233048559,2028,logistic
50,Kasba Ganpati,19870.563323570223,7,0.24683921233048559,2029,logistic
50,Kasba Ganpati,20085.53048685944,7,0.24683921233048559,2030,logistic
51,Shanivarwada,13824.0,12,0.39530995583144174,2011,logistic
51,Shanivarwada,14012.713709569674,12,0.39530995583144174,2012,logistic
51,Shanivarwada,14201.798109224485,12,0.39530995583144174,2013,logistic
51,Shanivarwada,14391.195044442105,12,0.39530995583144174,2014,logistic
51,Shanivarwada,14580.845972718476,12,0.39530995583144174,2015,logistic
51,Shanivarwada,14770.692035533199,12,0.39530995583144174,2016,logistic
51,Shanivarwada,14960.674131148926,12,0.39530995583144174,2017,logistic
51,Shanivarwada,15150.732988054064,12,0.39530995583144174,2018,logistic
51,Shanivarwada,15340.809238855456,12,0.39530995583144174,2019,logistic
51,Shanivarwada,15530.843494425355,12,0.39530995583144174,2020,logistic
51,Shanivarwada,15720.776418106148,12,0.39530995583144174,2021,logistic
51,Shanivarwada,15910.548799775794,12,0.39530995583144174,2022,logistic
51,Shanivarwada,16100.101629577704,12,0.39530995583144174,2023,logistic
51,Shanivarwada,16289.376171120282,12,0.39530995583144174,2024,logistic
51,Shanivarwada,16478.31403395371,12,0.39530995583144174,2025,logistic
51,Shanivarwada,16666.857245134943,12,0.39530995583144174,2026,logistic
51,Shanivarwada,16854.948319695814,12,0.39530995583144174,2027,logistic
51,Shanivarwada,17042.53032983435,12,0.39530995583144174,2028,logistic
51,Shanivarwada,17229.546972654756,12,0.39530995583144174,2029,logistic
51,Shanivarwada,17415.942636288335,12,0.39530995583144174,2030,logistic
52,New English School(Ramanbaug),12272.999999999998,22,0.4968417091453148,2011,logistic
52,New English School(Ramanbaug),12440.540752137485,22,0.4968417091453148,2012,logistic
52,New English School(Ramanbaug),12608.410604348386,22,0.4968417091453148,2013,logistic
52,New English School(Ramanbaug),12776.55792682566,22,0.4968417091453148,2014,logistic
52,New English School(Ramanbaug),12944.930745310607,22,0.4968417091453148,2015,logistic
52,New English School(Ramanbaug),13113.476804984008,22,0.4968417091453148,2016,logistic
52,New English School(Ramanbaug),13282.14363509771,22,0.4968417091453148,2017,logistic
52,New English School(Ramanbaug),13450.878614177336,22,0.4968417091453148,2018,logistic
52,New English School(Ramanbaug),13619.629035624494,22,0.4968417091453148,2019,logistic
52,New English School(Ramanbaug),13788.342173544732,22,0.4968417091453148,2020,logistic
52,New English School(Ramanbaug),13956.96534862679,22,0.4968417091453148,2021,logistic
52,New English School(Ramanbaug),14125.445993898169,22,0.4968417091453148,2022,logistic
52,New English School(Ramanbaug),14293.731720182808,22,0.4968417091453148,2023,logistic
52,New English School(Ramanbaug),14461.770381087905,22,0.4968417091453148,2024,logistic
52,New English School(Ramanbaug),14629.510137349094,22,0.4968417091453148,2025,logistic
52,New English School(Ramanbaug),14796.89952036611,22,0.4968417091453148,2026,logistic
52,New English School(Ramanbaug),14963.887494764664,22,0.4968417091453148,2027,logistic
52,New English School(Ramanbaug),15130.423519824722,22,0.4968417091453148,2028,logistic
52,New English School(Ramanbaug),15296.457609620356,22,0.4968417091453148,2029,logistic
52,New English School(Ramanbaug),15461.940391722128,22,0.4968417091453148,2030,logistic
53,Fergussion Collage,16120.0,22,1.3925295863792206,2011,logistic
53,Fergussion Collage,16340.056785175286,22,1.3925295863792206,2012,logistic
53,Fergussion Collage,16560.545827596838,22,1.3925295863792206,2013,logistic
53,Fergussion Collage,16781.39931397618,22,1.3925295863792206,2014,logistic
53,Fergussion Collage,17002.54897860401,22,1.3925295863792206,2015,logistic
53,Fergussion Collage,17223.926187268167,22,1.3925295863792206,2016,logistic
53,Fergussion Collage,17445.462022144147,22,1.3925295863792206,2017,logistic
53,Fergussion Collage,17667.087367435728,22,1.3925295863792206,2018,logistic
53,Fergussion Collage,17888.732995540362,22,1.3925295863792206,2019,logistic
53,Fergussion Collage,18110.32965351105,22,1.3925295863792206,2020,logistic
53,Fergussion Collage,18331.808149585584,22,1.3925295863792206,2021,logistic
53,Fergussion Collage,18553.09943955337,22,1.3925295863792206,2022,logistic
53,Fergussion Collage,18774.134712730945,22,1.3925295863792206,2023,logistic
53,Fergussion Collage,18994.84547731908,22,1.3925295863792206,2024,logistic
53,Fergussion Collage,19215.163644917087,22,1.3925295863792206,2025,logistic
53,Fergussion Collage,19435.021613973906,22,1.3925295863792206,2026,logistic
53,Fergussion Collage,19654.352351960108,22,1.3925295863792206,2027,logistic
53,Fergussion Collage,19873.08947605105,22,1.3925295863792206,2028,logistic
53,Fergussion Collage,20091.16733211767,22,1.3925295863792206,2029,logistic
53,Fergussion Collage,20308.521071829276,22,1.3925295863792206,2030,logistic
54,Dr.Homi Baba Hospital,16690.0,2,0.20331948933288244,2011,logistic
54,Dr.Homi Baba Hospital,16917.837949415356,2,0.20331948933288244,2012,logistic
54,Dr.Homi Baba Hospital,17146.123440607396,2,0.20331948933288244,2013,logistic
54,Dr.Homi Baba Hospital,17374.78626242323,2,0.20331948933288244,2014,logistic
