ward_no,ward_name,population,bus_stop_count,predicted_demand
63,Wanaj Compani,27222.21233749847,10,2722.361351600456
64,Yashwantrao Chavan Natyagrha,28997.82588962515,13,2224.811119106134
65,Idiol Colony,19117.535797775046,22,852.6081279677603
66,Dinanath Mangeshkar Rugnalaya,24747.0707709532,11,2222.2513539391052
67,Deccon Jimkhana,18696.081031324095,11,1694.77351849124
68,RajendraNagar,18334.00648969957,18,1019.1237207154009
69,Vishrambaugwada,18013.932594903486,7,2578.9687473959557
70,Mahatama Phule Mandi,15572.101886187676,12,1301.574902251284
71,City Post,18452.766939352416,7,2629.952308065594
72,Ganeshpeth Gurudwara,21537.642033993387,12,1801.7027160764567
73,Tilak Aaurved Mahavidhyalaya,23104.700650144343,5,4633.928467986024
74,Rajewadi,22573.175223039536,2,11485.571710445225
75,Harkanagar,22118.409598759128,4,5533.858189368734
76,Jonral Arunkumar vaidya Stedium,25278.596198058007,2,12715.699850362265
77,Doke Talim,25012.109335422352,7,3616.590697088357
78,Swami Samarth Mandir Ganesh peth,21720.12760297215,3,7334.590978917459
79,Dr.Kotnis Davakhana,19851.82296818959,7,2822.8887870217113
80,Renuka Swarup Prashala,19764.925078199703,7,2822.8887870217113
81,S.P.Collage,19220.36496759641,23,811.1600069929882
82,Subhashnagar,20313.830083302484,7,2893.7219048501856
83,Ghorpade Udhyan,18171.79709505178,4,4658.173806892155
84,Panch Houd Mission,26550.201988243345,1,25219.33183708492
85,Mahatma Phule Smark (Samata Bhumi),22720.901636022343,4,5644.91038238
86,Lohianagar,26935.449300531844,0,28637.609997314303
87,Ekbote Colony,21197.291964866334,10,2120.3868046793127
88,Gurunanak Nagar,26780.481396716543,2,13284.246997043118
89,Wawadi Gaon,34308.73526617372,8,4252.350076922013
90,Ramtekdi,29717.63007837471,0,29721.64186429595
91,Hadapsar Gaon,32394.085090063218,21,1529.8770269699123
92,Glayding Center,29703.14709670973,15,2015.9593474164465
93,Sadhana Vidhylaya,41476.36289217286,20,2068.7299808359967
94,Satavwadi,31630.831956318714,2,15581.652607985618
95,Kaleborate Nagar,64886.654455448304,12,5481.935288937468
96,Mahamodwadi,64114.711532704816,37,1737.07956156402
97,Mahadji Shinde Chatri,41263.46306169764,13,3214.0102012950188
98,Salasbari Park,26519.787726746887,3,9628.430236085998
99,Tilak Maharashtra Vidhyapeeth,26755.86032788608,19,1410.1087291921058
100,Parvati Darshan,29370.038518415164,32,922.9393185051614
101,Parvatigaon,23736.15865073752,5,4707.496221651455
102,Paravati Jal kendra,21326.190501684665,5,4333.215492046267
103,Dandekar Pul-Dattawadi,24230.028325513373,14,1723.033039840303
104,Pu.La.Deshpande Udhyan,33888.728797889264,32,1059.9282687678055
105,Mejor Thathwade Udhyan,25857.91546465725,26,997.8655253690607
106,Kothrud Gaon,28955.825242796705,8,3625.818597822786
107,Happy Colony,27036.83017218671,5,5444.8941296278945
108,Dahanukar Colony,18577.32058167125,13,1435.4177449640742
109,Warje Jal Shudhikaran Prakalpa,51271.203392199575,37,1384.9055165700986
110,Popularnagar Warje,56412.661883267865,47,1196.4836994338802
111,Warje  Malwadi,37880.23854475806,0,29653.060118451707
112,Maharshi karve Nagar,35471.7186938717,2,17793.576442701087
113,Higne Steri Shikshan Sanstha,31820.55901612997,23,1383.6000370935992
114,Janta Vasahat,26017.22826297204,0,28573.4021119329
115,Shau Collage,23650.70905891413,10,2372.657226164325
116,Parvati Industrial Estate,21772.26633696608,4,5533.022452360106
117,Maharshi Nagar,23203.184925466216,16,1446.903055971344
118,Chatrapati Shivaji Marketyard,27406.146204643726,7,3755.4073521673204
119,D.A.D Colony,32153.667594424533,13,2451.215618700497
120,Kondhva Khurd,36227.73033678372,8,4598.815895406711
121,N.I.B.M,50599.193042944455,18,2828.5099662811876
122,Mithanagar,71492.34239284619,4,20166.569056797212
123,Bibvewadi,35904.75984565463,11,3268.4840580606005
124,Shankar Maharaj Math,29423.625550575594,7,4217.810645795338
125,Padmavati -Areneshwar,29979.77204651087,6,4970.981141504143
126,Taljai Mandir,27304.76533298886,15,1816.248189376293
127,Anandnagar -Higne Khurd,37341.47162682076,2,18236.084636832387
128,Vitthalwadi,52254.5978472518,56,934.2675347129483
129,Vadgaon Dhayari,64707.06548280254,46,1406.429746250803
130,Vadgaon Budruk,37476.163356305085,17,2206.1457275784924
131,Manikbaug,29930.52990884993,5,5968.213223454997
132,Chavannagar,38647.83657300205,7,5488.694737863544
133,Dhankawadi Ambegaon Pathar,34596.946601306845,9,3664.9080327085276
134,Dhankawadi Gaon,36421.802291094464,7,5119.467810227052
135,Chaitanya Nagar Dhankawadi,21767.921442466588,8,2721.419918727253
136,Balajinagar,28844.30628397635,2,14247.540682764526
137,Sukhsagarnagar,45462.07944637566,14,3251.2002989966895
138,Vishwakarma Institute (Bibvewadi),23834.64292605939,4,5954.554323446754
139,Upper Indiranagar Bibvewadi,51453.68896117834,0,42831.482382299015
140,Kondhva Budrukh,65862.80741966804,47,1402.885005022682
141,Katraj Gaon,59690.16063405309,46,1283.5648205454338
142,Rajiv Gandhi Pranisangrhalya,24718.10480762324,23,1073.6392279845509
143,Bharti Vidhyapeeth,59290.430340099614,20,2954.3572493596807
144,Agam Mandir Katraj,38759.35553182241,34,1135.1219082577904
