ward_no,ward_name,bus_stop_count,area_sqkm,year,population,model
97,Mahadji Shinde Chatri,13,2.459801149027496,2026,41575.763000000035,rf
98,Salasbari Park,3,0.652153209520344,2026,26734.933250000024,rf
99,Tilak Maharashtra Vidhyapeeth,19,0.7708325731486053,2026,26801.799999999934,rf
100,Parvati Darshan,32,1.0303318112295212,2026,29477.985249999925,rf
101,Parvatigaon,5,0.3672895938241417,2026,23829.43775000001,rf
102,Paravati Jal kendra,5,0.4066644621392935,2026,21299.245750000016,rf
103,Dandekar Pul-Dattawadi,14,0.2981122549980129,2026,24195.555500000013,rf
104,Pu.La.Deshpande Udhyan,32,1.1390932693061566,2026,34138.97399999992,rf
105,Mejor Thathwade Udhyan,26,1.319348402351468,2026,25897.086999999956,rf
106,Kothrud Gaon,8,0.9152036526045038,2026,29086.10824999998,rf
107,Happy Colony,5,0.5775870205808963,2026,27079.823000000008,rf
108,Dahanukar Colony,13,1.1087987147685938,2026,18551.988749999968,rf
109,Warje Jal Shudhikaran Prakalpa,37,3.0198453356508868,2026,51207.9245,rf
110,Popularnagar Warje,47,4.101959511702787,2026,56222.923499999946,rf
111,Warje  Malwadi,0,1.9950722555755092,2026,37642.83374999995,rf
112,Maharshi karve Nagar,2,1.635844975055324,2026,35516.06075000009,rf
113,Higne Steri Shikshan Sanstha,23,0.6597310845454387,2026,31955.977250000098,rf
114,Janta Vasahat,0,0.4974944002239289,2026,25992.43175000004,rf
115,Shau Collage,10,0.7498490983814885,2026,23655.191250000003,rf
116,Parvati Industrial Estate,4,0.7172989411723864,2026,21772.685250000028,rf
117,Maharshi Nagar,16,1.0839399246815633,2026,23207.01800000005,rf
118,Chatrapati Shivaji Marketyard,7,0.6404272345584302,2026,27201.615750000048,rf
119,D.A.D Colony,13,2.4892163331875445,2026,32261.260250000083,rf
120,Kondhva Khurd,8,2.2113895991294408,2026,35920.52375000008,rf
121,N.I.B.M,18,2.985179419066149,2026,50767.00125000014,rf
122,Mithanagar,4,1.835624498334312,2026,68282.23999999985,rf
123,Bibvewadi,11,2.236711481429142,2026,35797.2810000001,rf
124,Shankar Maharaj Math,7,0.86464568920914,2026,29420.26075000005,rf
125,Padmavati -Areneshwar,6,0.9752640708477104,2026,29923.882000000016,rf
126,Taljai Mandir,15,1.4391136599231276,2026,27229.847250000046,rf
127,Anandnagar -Higne Khurd,2,2.0833060610337597,2026,37491.881499999945,rf
128,Vitthalwadi,56,2.2825443041815694,2026,51968.29725000002,rf
129,Vadgaon Dhayari,46,5.640416551056436,2026,64563.39599999982,rf
130,Vadgaon Budruk,17,2.1969413330860137,2026,37512.36275000007,rf
131,Manikbaug,5,0.9170532726776326,2026,29898.028500000066,rf
132,Chavannagar,7,1.1133117290635963,2026,38625.95549999998,rf
133,Dhankawadi Ambegaon Pathar,9,0.7348615516078754,2026,34517.242749999954,rf
134,Dhankawadi Gaon,7,0.5021894670379561,2026,36623.346,rf
135,Chaitanya Nagar Dhankawadi,8,0.4664704148177523,2026,21766.791000000012,rf
136,Balajinagar,2,0.2830690532138939,2026,29012.86150000006,rf
137,Sukhsagarnagar,14,0.896477634849471,2026,45826.51049999999,rf
138,Vishwakarma Institute (Bibvewadi),4,0.456630408109772,2026,23850.723750000016,rf
139,Upper Indiranagar Bibvewadi,0,0.8069825767790564,2026,50897.27650000009,rf
140,Kondhva Budrukh,47,6.30890085146977,2026,65373.16299999984,rf
141,Katraj Gaon,46,4.354854659744557,2026,59836.64250000003,rf
142,Rajiv Gandhi Pranisangrhalya,23,1.1691917284035682,2026,24792.375500000002,rf
143,Bharti Vidhyapeeth,20,2.1752284142763765,2026,59312.293499999854,rf
144,Agam Mandir Katraj,34,3.1751319591382487,2026,38643.674500000096,rf
