ward_no,ward_name,population,bus_stop_count,predicted_demand
41,Mundhvagaon,30618.947005738464,38,794.3646212927068
42,Magarpatta Hadapsar,65435.94939899163,16,4222.264234276459
43,Hadapsar Indestrial Estate,47532.66596990663,13,3669.312450671134
44,Sent Patric Town,43887.74354662654,7,5949.824046354373
45,Vikas Nagar Ghorpadi,47996.27452374489,22,2184.325578236271
46,Dr.Babasaheb Ambedkar Udhyan,23557.709135726094,25,932.8425931979638
47,Sasoon Hospital,22688.043434732957,20,1136.1134393756604
48,Kamla Nehru Hospital,26281.80905207228,5,5343.561810444892
49,Juna Bazar,29896.35712182504,3,10525.505315804834
50,Kasba Ganpati,25487.27990980464,7,3632.4368031943277
51,Shanivarwada,22099.74016641406,12,1817.8223678349607
52,New English School(Ramanbaug),19620.233728472205,22,888.7906745235492
53,Fergussion Collage,25770.240992664545,22,1175.5747162533694
54,Dr.Homi Baba Hospital,26681.471598484568,2,13281.678681627862
55,Gokhlenagar,23362.6738130769,13,1803.4391019151778
56,Vidhi Mahavidhyalaya,24344.245027065488,29,828.6999408234789
57,Shankarrao More Vidhyalaya,28878.016953566523,1,26326.94682587769
58,RamBaug Colony,32363.0743582817,17,1892.7955218181378
59,Kishkindhanagar,46535.10825406155,4,12672.555760636915
60,Ramkrishna Parmhance Nagar,30921.09189082616,12,2571.7559432844946
61,Ved Bhavan,59963.76981351454,50,1198.430555152383
62,Mahatma Society -Kothrud,52827.39538477667,20,2618.7344487584533
63,Wanaj Compani,30048.228889461712,10,2929.669363689573
64,Yashwantrao Chavan Natyagrha,32008.174017067588,13,2448.842823537718
65,Idiol Colony,21102.18245056898,22,977.9153135547723
66,Dinanath Mangeshkar Rugnalaya,27316.13572218729,11,2451.303757265491
67,Deccon Jimkhana,20636.975246545077,11,1820.867607482199
68,RajendraNagar,20237.312700132785,18,1130.559810965526
69,Vishrambaugwada,19884.01100910432,7,2836.793279966335
70,Mahatama Phule Mandi,17188.686796099824,12,1437.5813041439153
71,City Post,20368.402015356016,7,2893.7219048501856
72,Ganeshpeth Gurudwara,23773.526910788736,12,2019.406255203023
73,Tilak Aaurved Mahavidhyalaya,25503.26641166113,5,5086.830960125091
74,Rajewadi,24916.56179352789,2,12671.903313807363
75,Harkanagar,24414.58563523405,4,5989.1923051627755
76,Jonral Arunkumar vaidya Stedium,27902.84034032053,2,14071.58854773686
77,Doke Talim,27608.688706161083,7,4069.0351132073524
78,Swami Samarth Mandir Ganesh peth,23974.95683418053,3,8154.730850811728
79,Dr.Kotnis Davakhana,21912.698094693107,7,3240.2543792793026
80,Renuka Swarup Prashala,21816.77908355416,7,3219.4537578795716
81,S.P.Collage,21215.686613750077,23,918.3533096086387
82,Subhashnagar,22422.667503915192,7,3240.2543792793026
83,Ghorpade Udhyan,20058.26387934008,4,5064.210611761772
84,Panch Houd Mission,29306.455203320496,1,26141.52121162094
85,Mahatma Phule Smark (Samata Bhumi),25079.624112464106,4,5989.1923051627755
86,Lohianagar,29731.69615270317,0,29721.64186429595
87,Ekbote Colony,23397.84411716118,10,2354.8722540925387
88,Gurunanak Nagar,29560.640582838718,2,14788.839708662905
89,Wawadi Gaon,37870.42424784308,8,4627.095848171806
90,Ramtekdi,32802.70315933522,0,29595.95372174669
91,Hadapsar Gaon,35757.00870241488,21,1728.401106229843
92,Glayding Center,32786.71665747873,15,2208.3029767994144
93,Sadhana Vidhylaya,45782.1440166208,20,2290.373235161879
94,Satavwadi,34914.52005457777,2,17793.576442701087
95,Kaleborate Nagar,71622.7256174539,12,5928.299818320065
96,Mahamodwadi,70770.6450685029,37,1880.8079177750383
97,Mahadji Shinde Chatri,45547.14243933037,13,3656.4384593025534
98,Salasbari Park,29272.883549421866,3,10525.505315804834
99,Tilak Maharashtra Vidhyapeeth,29533.46352968268,19,1540.8241242280467
100,Parvati Darshan,32419.027114779423,32,1014.881920223024
101,Parvatigaon,26200.27789260417,5,5191.652436490923
102,Paravati Jal kendra,23540.12398368396,5,4707.496221651455
103,Dandekar Pul-Dattawadi,26745.41760591053,14,1878.1259637770759
104,Pu.La.Deshpande Udhyan,37406.81569400482,32,1158.7945947079122
105,Mejor Thathwade Udhyan,28542.3004145802,26,1088.866008087354
106,Kothrud Gaon,31961.81316168376,8,4153.238823774653
107,Happy Colony,29843.601665698618,5,5964.919793424379
108,Dahanukar Colony,20505.88593132184,13,1576.3403845948683
109,Warje Jal Shudhikaran Prakalpa,56593.8152221661,37,1510.649386345419
110,Popularnagar Warje,62269.02338122064,47,1340.769709151566
111,Warje  Malwadi,41812.69560565392,0,40275.32301631985
112,Maharshi karve Nagar,39154.14034691936,2,18236.084636832387
113,Higne Steri Shikshan Sanstha,35123.94322889781,23,1510.798850499976
114,Janta Vasahat,28718.15193500161,0,29854.53770405381
115,Shau Collage,26105.95753165087,10,2620.2299061057956
116,Parvati Industrial Estate,24032.508240863903,4,5973.098333170595
117,Maharshi Nagar,25611.97462428528,16,1634.3601667794342
118,Chatrapati Shivaji Marketyard,30251.257463039157,7,4245.749179509322
119,D.A.D Colony,35491.63277159712,13,2722.1112067358713
120,Kondhva Khurd,39988.63574382822,8,4934.082093136459
121,N.I.B.M,55852.04153602489,18,3152.0846046186434
122,Mithanagar,78914.16911419974,4,20462.700169070813
123,Bibvewadi,39632.13675242846,11,3627.893298209097
124,Shankar Maharaj Math,32478.17717164844,7,4602.596675117792
125,Padmavati -Areneshwar,33092.058842937724,6,5522.253458926647
126,Taljai Mandir,30139.351950043718,15,2018.290972947651
127,Anandnagar -Higne Khurd,41217.99773659243,2,18597.463995337
128,Vitthalwadi,57679.298698221886,56,1013.4768484664693
129,Vadgaon Dhayari,71424.4929944334,46,1539.79693390677
130,Vadgaon Budruk,41366.6722038578,17,2425.810869105935
131,Manikbaug,33037.70473662565,5,6508.963758147767
132,Chavannagar,42659.98020404798,7,5949.824046354373
133,Dhankawadi Ambegaon Pathar,38188.55563478726,9,4245.570834587664
134,Dhankawadi Gaon,40202.85486870521,7,5653.064855442583
135,Chaitanya Nagar Dhankawadi,24027.712290306958,8,2930.62330941524
136,Balajinagar,31838.717097388777,2,15957.205977879681
137,Sukhsagarnagar,50181.6293275273,14,3656.003863750174
138,Vishwakarma Institute (Bibvewadi),26308.986105228312,4,6223.5089252360995
139,Upper Indiranagar Bibvewadi,56795.24514555789,0,42831.482382299015
140,Kondhva Budrukh,72700.21584258144,47,1528.5479724041209
141,Katraj Gaon,65886.7687513447,46,1423.3628667805256
142,Rajiv Gandhi Pranisangrhalya,27284.162718474305,23,1181.8898951291812
143,Bharti Vidhyapeeth,65445.54130010553,20,3245.1669380551944
144,Agam Mandir Katraj,42783.07626834296,34,1241.3182055363968
