ward_no,ward_name,population,bus_stop_count,predicted_demand
43,Hadapsar Indestrial Estate,47258.97274999987,13,3662.97389836081
44,Sent Patric Town,43383.26629999991,7,5932.711230268324
45,Vikas Nagar Ghorpadi,47720.06332499984,22,2172.083321110238
46,Dr.Babasaheb Ambedkar Udhyan,23321.308449999964,25,923.516580832592
47,Sasoon Hospital,22470.296199999957,20,1127.8530699456862
48,Kamla Nehru Hospital,26243.523900000007,5,5203.519465599208
49,Juna Bazar,29813.05415000008,3,10497.51824958335
50,Kasba Ganpati,25431.333950000026,7,3647.92305725
51,Shanivarwada,21922.190399999952,12,1825.1717327114761
52,New English School(Ramanbaug),20143.845150000023,22,911.992447339296
53,Fergussion Collage,25662.81630000001,22,1168.889963282246
54,Dr.Homi Baba Hospital,26633.64495000002,2,13323.00078402778
55,Gokhlenagar,23334.16414999996,13,1804.4800164384353
56,Vidhi Mahavidhyalaya,24249.997199999994,29,825.4125787606671
57,Shankarrao More Vidhyalaya,28700.78887500004,1,26214.105454166624
58,RamBaug Colony,32315.52142499994,17,1874.8916082642468
59,Kishkindhanagar,46293.12847499987,4,12382.40014547223
60,Ramkrishna Parmhance Nagar,30567.608775000037,12,2600.878448355679
61,Ved Bhavan,60465.740225000096,50,1197.478071834267
62,Mahatma Society -Kothrud,52721.39317500001,20,2644.154099389563
63,Wanaj Compani,29893.186950000087,10,2944.3070572193496
64,Yashwantrao Chavan Natyagrha,31981.416775000027,13,2450.9944085340067
65,Idiol Colony,20961.904700000032,22,970.4384479976516
66,Dinanath Mangeshkar Rugnalaya,27330.691850000017,11,2460.316893261196
67,Deccon Jimkhana,20396.580874999985,11,1827.0024694152498
68,RajendraNagar,20247.464324999968,18,1130.7229989621956
69,Vishrambaugwada,20061.870125000056,7,2865.951396068218
70,Mahatama Phule Mandi,20083.083625000047,12,1658.6215101962741
71,City Post,20316.041350000058,7,2901.1563318222998
72,Ganeshpeth Gurudwara,23762.36582500005,12,2006.686472548392
73,Tilak Aaurved Mahavidhyalaya,25441.35055000002,5,5089.376481750004
74,Rajewadi,25058.8855,2,12585.431084444426
75,Harkanagar,24319.499324999982,4,5993.858806773828
76,Jonral Arunkumar vaidya Stedium,27823.44317499994,2,13645.695653888899
77,Doke Talim,27545.88127499997,7,3783.988327797622
78,Swami Samarth Mandir Ganesh peth,23958.510949999985,3,8184.599997222233
79,Dr.Kotnis Davakhana,21904.79692499996,7,3242.828941786507
80,Renuka Swarup Prashala,21826.49039999996,7,3213.127447056654
81,S.P.Collage,21178.944325000044,23,911.7718248550892
82,Subhashnagar,22375.17837500004,7,3259.512847840537
83,Ghorpade Udhyan,20319.869350000045,4,5106.955400472234
84,Panch Houd Mission,29347.80860000004,1,26095.148179166627
85,Mahatma Phule Smark (Samata Bhumi),25120.667825,4,6017.239472746051
86,Lohianagar,29688.197550000037,0,29498.287618333263
87,Ekbote Colony,23345.67207500004,10,2342.2247250906144
88,Gurunanak Nagar,29488.830525000085,2,14824.56655805558
89,Wawadi Gaon,37825.480824999926,8,4622.4011215932105
90,Ramtekdi,32757.001474999928,0,29384.86900499993
91,Hadapsar Gaon,35521.57510000011,21,1698.259500563434
92,Glayding Center,32656.125699999928,15,2198.5696988217087
93,Sadhana Vidhylaya,46085.85822499989,20,2313.898652242439
94,Satavwadi,34910.777825000034,2,17434.91162583339
95,Kaleborate Nagar,71803.15174999996,12,5912.773940690933
96,Mahamodwadi,70755.71525000012,37,1882.645986823726
97,Mahadji Shinde Chatri,45733.33930000004,13,3643.883297417586
98,Salasbari Park,29408.426575000027,3,10497.51824958335
99,Tilak Maharashtra Vidhyapeeth,29481.97999999993,19,1545.1091130134967
100,Parvati Darshan,32425.78377499992,32,1017.814221757993
101,Parvatigaon,26212.38152500001,5,5203.519465599208
102,Paravati Jal kendra,23429.17032500002,5,4650.191290361114
103,Dandekar Pul-Dattawadi,26615.111050000018,14,1858.3800965500172
104,Pu.La.Deshpande Udhyan,37552.87139999992,32,1176.8880301137915
105,Mejor Thathwade Udhyan,28486.795699999955,26,1095.4001359997035
106,Kothrud Gaon,31994.71907499998,8,4150.449496142854
107,Happy Colony,29787.80530000001,5,5959.740889190477
108,Dahanukar Colony,20407.18762499997,13,1549.6443210891337
109,Warje Jal Shudhikaran Prakalpa,56328.71695000001,37,1515.466033219952
110,Popularnagar Warje,61845.21584999994,47,1328.1758280346498
111,Warje  Malwadi,41407.117124999946,0,39911.45563416663
112,Maharshi karve Nagar,39067.6668250001,2,18024.507435833362
113,Higne Steri Shikshan Sanstha,35151.57497500011,23,1518.5962544053455
114,Janta Vasahat,28591.674925000047,0,29557.766255833263
115,Shau Collage,26020.71037500001,10,2649.565505362423
116,Parvati Industrial Estate,23949.95377500003,4,5963.485635023815
117,Maharshi Nagar,25527.719800000057,16,1637.91257739819
118,Chatrapati Shivaji Marketyard,29921.777325000054,7,4231.241404863092
119,D.A.D Colony,35487.38627500009,13,2709.7621357989874
120,Kondhva Khurd,39512.576125000094,8,4887.78149803617
121,N.I.B.M,55843.70137500016,18,3113.5478645113653
122,Mithanagar,75110.46399999983,4,21602.415540138925
123,Bibvewadi,39377.00910000011,11,3620.702354856187
124,Shankar Maharaj Math,32362.286825000057,7,4566.256198688492
125,Padmavati -Areneshwar,32916.27020000002,6,5515.452874142859
126,Taljai Mandir,29952.83197500005,15,2014.4156481294915
127,Anandnagar -Higne Khurd,41241.06964999994,2,18096.582706666697
128,Vitthalwadi,57165.12697500002,56,1004.3910360503065
129,Vadgaon Dhayari,71019.73559999981,46,1534.4557886371567
130,Vadgaon Budruk,41263.59902500008,17,2422.0081514397843
131,Manikbaug,32887.83135000007,5,6272.267992753978
132,Chavannagar,42488.55104999998,7,5932.711230268324
133,Dhankawadi Ambegaon Pathar,37968.967024999954,9,4201.56724436305
134,Dhankawadi Gaon,40285.6806,7,5645.049728470693
135,Chaitanya Nagar Dhankawadi,23943.470100000017,8,2948.023978695429
136,Balajinagar,31914.147650000068,2,15793.635753888895
137,Sukhsagarnagar,50409.16154999999,14,3641.7313129143804
138,Vishwakarma Institute (Bibvewadi),26235.79612500002,4,6264.858185607163
139,Upper Indiranagar Bibvewadi,55987.0041500001,0,42574.32480916663
140,Kondhva Budrukh,71910.47929999983,47,1517.5864676493175
141,Katraj Gaon,65820.30675000003,46,1426.8553837023019
142,Rajiv Gandhi Pranisangrhalya,27271.613050000004,23,1184.1760531445852
143,Bharti Vidhyapeeth,65243.52284999985,20,3250.8764929928016
144,Agam Mandir Katraj,42508.04195000011,34,1239.6739810413537
