ward_no,ward_name,bus_stop_count,area_sqkm,year,population,model
55,Gokhlenagar,13,0.652530203031312,2026,21165.429405203373,cagr
56,Vidhi Mahavidhyalaya,29,2.358240557117262,2026,22054.684479433214,cagr
57,Shankarrao More Vidhyalaya,1,0.9560685273717663,2026,26162.058079621853,cagr
58,RamBaug Colony,17,1.0623312876499673,2026,29319.34808258773,cagr
59,Kishkindhanagar,4,1.3521602624869051,2026,42158.51132859347,cagr
60,Ramkrishna Parmhance Nagar,12,1.996767417945225,2026,28012.983136406438,cagr
61,Ved Bhavan,50,8.719064722193261,2026,54324.215927177596,cagr
62,Mahatma Society -Kothrud,20,1.3645948083321595,2026,47859.01291193003,cagr
63,Wanaj Compani,10,0.3781422401129699,2026,27222.21233749847,cagr
64,Yashwantrao Chavan Natyagrha,13,0.5900851857480619,2026,28997.82588962515,cagr
65,Idiol Colony,22,0.8774911291760036,2026,19117.535797775046,cagr
66,Dinanath Mangeshkar Rugnalaya,11,1.212445720844982,2026,24747.0707709532,cagr
67,Deccon Jimkhana,11,1.2702216330584255,2026,18696.081031324098,cagr
68,RajendraNagar,18,0.7412252722569388,2026,18334.00648969957,cagr
69,Vishrambaugwada,7,0.34919907084086393,2026,18013.932594903486,cagr
70,Mahatama Phule Mandi,12,0.31651390740893653,2026,15572.101886187675,cagr
71,City Post,7,0.27201896198664727,2026,18452.766939352416,cagr
72,Ganeshpeth Gurudwara,12,0.22538465972839727,2026,21537.642033993387,cagr
73,Tilak Aaurved Mahavidhyalaya,5,0.28537450797725766,2026,23104.700650144343,cagr
74,Rajewadi,2,0.41612205220796705,2026,22573.175223039536,cagr
75,Harkanagar,4,0.27982482910970646,2026,22118.409598759128,cagr
76,Jonral Arunkumar vaidya Stedium,2,0.24380262540443495,2026,25278.596198058007,cagr
77,Doke Talim,7,0.18867720208635028,2026,25012.109335422352,cagr
78,Swami Samarth Mandir Ganesh peth,3,0.2629814824548201,2026,21720.12760297215,cagr
79,Dr.Kotnis Davakhana,7,0.21686039125988665,2026,19851.82296818959,cagr
80,Renuka Swarup Prashala,7,0.3001494040456044,2026,19764.925078199703,cagr
81,S.P.Collage,23,0.9891660657658213,2026,19220.36496759641,cagr
82,Subhashnagar,7,0.48250835349308085,2026,20313.830083302484,cagr
83,Ghorpade Udhyan,4,0.2863058429935275,2026,18171.79709505178,cagr
84,Panch Houd Mission,1,0.19085098659965183,2026,26550.201988243345,cagr
85,Mahatma Phule Smark (Samata Bhumi),4,0.3712114543465353,2026,22720.901636022343,cagr
86,Lohianagar,0,0.12369455668204413,2026,26935.449300531844,cagr
87,Ekbote Colony,10,0.3595895646641352,2026,21197.291964866334,cagr
88,Gurunanak Nagar,2,0.22037248284296665,2026,26780.481396716546,cagr
89,Wawadi Gaon,8,2.0415128970956613,2026,34308.73526617372,cagr
90,Ramtekdi,0,2.4395280364667165,2026,29717.63007837471,cagr
91,Hadapsar Gaon,21,0.7952005835970511,2026,32394.085090063218,cagr
92,Glayding Center,15,1.5919119997327165,2026,29703.14709670973,cagr
93,Sadhana Vidhylaya,20,1.9980624344720295,2026,41476.36289217286,cagr
94,Satavwadi,2,0.6857926160187855,2026,31630.831956318714,cagr
95,Kaleborate Nagar,12,3.7610042739169907,2026,64886.654455448304,cagr
96,Mahamodwadi,37,9.37297015279776,2026,64114.711532704816,cagr
97,Mahadji Shinde Chatri,13,2.4598011490274962,2026,41263.46306169764,cagr
98,Salasbari Park,3,0.652153209520344,2026,26519.787726746887,cagr
99,Tilak Maharashtra Vidhyapeeth,19,0.7708325731486053,2026,26755.860327886076,cagr
100,Parvati Darshan,32,1.0303318112295212,2026,29370.038518415164,cagr
101,Parvatigaon,5,0.3672895938241417,2026,23736.158650737518,cagr
102,Paravati Jal kendra,5,0.4066644621392935,2026,21326.190501684665,cagr
103,Dandekar Pul-Dattawadi,14,0.2981122549980129,2026,24230.028325513373,cagr
104,Pu.La.Deshpande Udhyan,32,1.1390932693061566,2026,33888.728797889264,cagr
105,Mejor Thathwade Udhyan,26,1.3193484023514679,2026,25857.91546465725,cagr
106,Kothrud Gaon,8,0.9152036526045038,2026,28955.825242796705,cagr
107,Happy Colony,5,0.5775870205808963,2026,27036.83017218671,cagr
108,Dahanukar Colony,13,1.1087987147685938,2026,18577.32058167125,cagr
109,Warje Jal Shudhikaran Prakalpa,37,3.0198453356508868,2026,51271.203392199575,cagr
110,Popularnagar Warje,47,4.101959511702787,2026,56412.661883267865,cagr
111,Warje  Malwadi,0,1.9950722555755094,2026,37880.23854475806,cagr
112,Maharshi karve Nagar,2,1.635844975055324,2026,35471.7186938717,cagr
113,Higne Steri Shikshan Sanstha,23,0.6597310845454387,2026,31820.559016129966,cagr
114,Janta Vasahat,0,0.49749440022392893,2026,26017.22826297204,cagr
115,Shau Collage,10,0.7498490983814885,2026,23650.70905891413,cagr
116,Parvati Industrial Estate,4,0.7172989411723864,2026,21772.26633696608,cagr
117,Maharshi Nagar,16,1.0839399246815633,2026,23203.184925466216,cagr
118,Chatrapati Shivaji Marketyard,7,0.6404272345584302,2026,27406.146204643726,cagr
119,D.A.D Colony,13,2.4892163331875445,2026,32153.667594424533,cagr
120,Kondhva Khurd,8,2.2113895991294408,2026,36227.730336783716,cagr
121,N.I.B.M,18,2.985179419066149,2026,50599.193042944455,cagr
122,Mithanagar,4,1.8356244983343117,2026,71492.34239284619,cagr
123,Bibvewadi,11,2.236711481429142,2026,35904.75984565463,cagr
124,Shankar Maharaj Math,7,0.86464568920914,2026,29423.625550575594,cagr
125,Padmavati -Areneshwar,6,0.9752640708477103,2026,29979.77204651087,cagr
126,Taljai Mandir,15,1.4391136599231276,2026,27304.76533298886,cagr
127,Anandnagar -Higne Khurd,2,2.0833060610337593,2026,37341.47162682076,cagr
128,Vitthalwadi,56,2.2825443041815694,2026,52254.597847251796,cagr
129,Vadgaon Dhayari,46,5.640416551056436,2026,64707.06548280254,cagr
130,Vadgaon Budruk,17,2.1969413330860137,2026,37476.163356305085,cagr
131,Manikbaug,5,0.9170532726776326,2026,29930.529908849934,cagr
132,Chavannagar,7,1.1133117290635963,2026,38647.83657300205,cagr
133,Dhankawadi Ambegaon Pathar,9,0.7348615516078754,2026,34596.946601306845,cagr
134,Dhankawadi Gaon,7,0.5021894670379561,2026,36421.802291094464,cagr
135,Chaitanya Nagar Dhankawadi,8,0.46647041481775237,2026,21767.921442466588,cagr
136,Balajinagar,2,0.2830690532138939,2026,28844.30628397635,cagr
137,Sukhsagarnagar,14,0.896477634849471,2026,45462.07944637566,cagr
138,Vishwakarma Institute (Bibvewadi),4,0.456630408109772,2026,23834.64292605939,cagr
139,Upper Indiranagar Bibvewadi,0,0.8069825767790564,2026,51453.68896117834,cagr
140,Kondhva Budrukh,47,6.30890085146977,2026,65862.80741966804,cagr
141,Katraj Gaon,46,4.354854659744557,2026,59690.16063405309,cagr
142,Rajiv Gandhi Pranisangrhalya,23,1.1691917284035682,2026,24718.104807623236,cagr
143,Bharti Vidhyapeeth,20,2.1752284142763765,2026,59290.430340099614,cagr
144,Agam Mandir Katraj,34,3.1751319591382487,2026,38759.35553182241,cagr
