ward_no,ward_name,bus_stop_count,area_sqkm,year,population,model
96,Mahamodwadi,37,9.37297015279776,2026,53372.76500179968,logistic
97,Mahadji Shinde Chatri,13,2.4598011490274962,2026,34350.074491546555,logistic
98,Salasbari Park,3,0.652153209520344,2026,22076.593100091573,logistic
99,Tilak Maharashtra Vidhyapeeth,19,0.7708325731486053,2026,22273.113479935106,logistic
100,Parvati Darshan,32,1.0303318112295212,2026,24449.30541623926,logistic
101,Parvatigaon,5,0.3672895938241417,2026,19759.34052304084,logistic
102,Paravati Jal kendra,5,0.4066644621392935,2026,17753.144743533856,logistic
103,Dandekar Pul-Dattawadi,14,0.2981122549980129,2026,20170.465980259516,logistic
104,Pu.La.Deshpande Udhyan,32,1.1390932693061566,2026,28210.92250281485,logistic
105,Mejor Thathwade Udhyan,26,1.3193484023514679,2026,21525.612648628416,logistic
106,Kothrud Gaon,8,0.9152036526045038,2026,24104.490516636495,logistic
107,Happy Colony,5,0.5775870205808963,2026,22507.008901343972,logistic
108,Dahanukar Colony,13,1.1087987147685938,2026,15464.827682533703,logistic
109,Warje Jal Shudhikaran Prakalpa,37,3.0198453356508868,2026,42681.09182110982,logistic
110,Popularnagar Warje,47,4.101959511702787,2026,46961.13690359166,logistic
111,Warje  Malwadi,0,1.9950722555755094,2026,31533.68426262329,logistic
112,Maharshi karve Nagar,2,1.635844975055324,2026,29528.694129618416,logistic
113,Higne Steri Shikshan Sanstha,23,0.6597310845454387,2026,26489.259297805253,logistic
114,Janta Vasahat,0,0.49749440022392893,2026,21658.23376386025,logistic
115,Shau Collage,10,0.7498490983814885,2026,19688.20737941649,logistic
116,Parvati Industrial Estate,4,0.7172989411723864,2026,18124.48386618298,logistic
117,Maharshi Nagar,16,1.0839399246815633,2026,19315.662610265255,logistic
118,Chatrapati Shivaji Marketyard,7,0.6404272345584302,2026,22814.4487593814,logistic
119,D.A.D Colony,13,2.4892163331875445,2026,26766.55799328999,logistic
120,Kondhva Khurd,8,2.2113895991294408,2026,30158.041603718564,logistic
121,N.I.B.M,18,2.985179419066149,2026,42121.6718441319,logistic
122,Mithanagar,4,1.8356244983343117,2026,59514.3282835356,logistic
123,Bibvewadi,11,2.236711481429142,2026,29889.182433748574,logistic
124,Shankar Maharaj Math,7,0.86464568920914,2026,24493.914336817234,logistic
125,Padmavati -Areneshwar,6,0.9752640708477103,2026,24956.88259362654,logistic
126,Taljai Mandir,15,1.4391136599231276,2026,22730.05350423387,logistic
127,Anandnagar -Higne Khurd,2,2.0833060610337593,2026,31085.18376383928,logistic
128,Vitthalwadi,56,2.2825443041815694,2026,43499.725796040846,logistic
129,Vadgaon Dhayari,46,5.640416551056436,2026,53865.874421161665,logistic
130,Vadgaon Budruk,17,2.1969413330860137,2026,31197.30888853528,logistic
131,Manikbaug,5,0.9170532726776326,2026,24915.890612554882,logistic
132,Chavannagar,7,1.1133117290635963,2026,32172.6769087403,logistic
133,Dhankawadi Ambegaon Pathar,9,0.7348615516078754,2026,28800.483642345447,logistic
134,Dhankawadi Gaon,7,0.5021894670379561,2026,30319.598235000976,logistic
135,Chaitanya Nagar Dhankawadi,8,0.46647041481775237,2026,18120.86692667666,logistic
136,Balajinagar,2,0.2830690532138939,2026,24011.65573597421,logistic
137,Sukhsagarnagar,14,0.896477634849471,2026,37845.24370115638,logistic
138,Vishwakarma Institute (Bibvewadi),4,0.456630408109772,2026,19841.324485184152,logistic
139,Upper Indiranagar Bibvewadi,0,0.8069825767790564,2026,42833.003280375364,logistic
140,Kondhva Budrukh,47,6.30890085146977,2026,54827.98032984351,logistic
141,Katraj Gaon,46,4.354854659744557,2026,49689.51493786107,logistic
142,Rajiv Gandhi Pranisangrhalya,23,1.1691917284035682,2026,20576.768851469766,logistic
143,Bharti Vidhyapeeth,20,2.1752284142763765,2026,49356.75650327939,logistic
144,Agam Mandir Katraj,34,3.1751319591382487,2026,32265.51168940258,logistic
