ward_no,ward_name,population,bus_stop_count,predicted_demand
72,Ganeshpeth Gurudwara,21602.150750000048,12,1814.013453280322
73,Tilak Aaurved Mahavidhyalaya,23128.500500000016,5,4637.888941777787
74,Rajewadi,22780.805,2,11448.814743055565
75,Harkanagar,22108.635749999983,4,5529.565151162693
76,Jonral Arunkumar vaidya Stedium,25294.039249999943,2,12630.391524444427
77,Doke Talim,25041.71024999997,7,3630.323831047619
78,Swami Samarth Mandir Ganesh peth,21780.464499999984,3,7643.215754388902
79,Dr.Kotnis Davakhana,19913.451749999964,7,2847.3949020053383
80,Renuka Swarup Prashala,19842.263999999963,7,2840.4577700589116
81,S.P.Collage,19253.58575000004,23,810.0115665542119
82,Subhashnagar,20341.07125000003,7,2901.1563318222998
83,Ghorpade Udhyan,18472.60850000004,4,4664.0048821111195
84,Panch Houd Mission,26679.826000000037,1,25046.32216833334
85,Mahatma Phule Smark (Samata Bhumi),22836.97075,4,5661.8264708809465
86,Lohianagar,26989.270500000028,0,28299.281941666683
87,Ekbote Colony,21223.338250000037,10,2136.895807070442
88,Gurunanak Nagar,26808.027750000078,2,13323.00078402778
89,Wawadi Gaon,34386.80074999993,8,4232.995490833284
90,Ramtekdi,29779.09224999993,0,29498.287618333263
91,Hadapsar Gaon,32292.3410000001,21,1534.308433338894
92,Glayding Center,29687.386999999933,15,2008.4366402025912
93,Sadhana Vidhylaya,41896.2347499999,20,2111.646228366833
94,Satavwadi,31737.070750000028,2,15793.635753888895
95,Kaleborate Nagar,65275.59249999996,12,5452.151095298075
96,Mahamodwadi,64323.3775000001,37,1736.231443000233
97,Mahadji Shinde Chatri,41575.76300000004,13,3230.1160368364986
98,Salasbari Park,26734.933250000024,3,9600.48779263892
99,Tilak Maharashtra Vidhyapeeth,26801.799999999934,19,1408.247735063963
100,Parvati Darshan,29477.985249999925,32,921.977724714999
101,Parvatigaon,23829.43775000001,5,4723.537394361115
102,Paravati Jal kendra,21299.245750000016,5,4347.888837285723
103,Dandekar Pul-Dattawadi,24195.555500000013,14,1723.7707752155882
104,Pu.La.Deshpande Udhyan,34138.97399999992,32,1066.3988365403848
105,Mejor Thathwade Udhyan,25897.08699999996,26,1000.2512522012282
106,Kothrud Gaon,29086.10824999998,8,3639.5908105654776
107,Happy Colony,27079.823000000008,5,5447.647279869041
108,Dahanukar Colony,18551.988749999968,13,1436.783851128995
109,Warje Jal Shudhikaran Prakalpa,51207.9245,37,1385.1434151111569
110,Popularnagar Warje,56222.923499999946,47,1191.3346118633501
111,Warje  Malwadi,37642.83374999995,0,29417.22384583327
112,Maharshi karve Nagar,35516.06075000009,2,17434.91162583339
113,Higne Steri Shikshan Sanstha,31955.977250000095,23,1384.5284410319691
114,Janta Vasahat,25992.43175000004,0,28264.211565000005
115,Shau Collage,23655.191250000003,10,2378.733631702404
116,Parvati Industrial Estate,21772.685250000028,4,5509.583116253975
117,Maharshi Nagar,23207.01800000005,16,1448.1418494947263
118,Chatrapati Shivaji Marketyard,27201.615750000048,7,3676.0035799702405
119,D.A.D Colony,32261.260250000083,13,2466.0661942646957
120,Kondhva Khurd,35920.52375000008,8,4517.189809480115
121,N.I.B.M,50767.00125000014,18,2838.6052982136
122,Mithanagar,68282.23999999985,4,20836.624381805585
123,Bibvewadi,35797.2810000001,11,3265.8722728765074
124,Shankar Maharaj Math,29420.26075000005,7,4203.149906851189
125,Padmavati -Areneshwar,29923.882000000016,6,4966.1093281924595
126,Taljai Mandir,27229.847250000046,15,1814.557612687648
127,Anandnagar -Higne Khurd,37491.881499999945,2,18024.507435833362
128,Vitthalwadi,51968.29725000002,56,919.6826618485267
129,Vadgaon Dhayari,64563.39599999982,46,1401.846349128872
130,Vadgaon Budruk,37512.36275000007,17,2217.071944443252
131,Manikbaug,29898.028500000062,5,5962.561682940476
132,Chavannagar,38625.95549999998,7,5462.235374874963
133,Dhankawadi Ambegaon Pathar,34517.242749999954,9,3672.2429209615
134,Dhankawadi Gaon,36623.346,7,5147.334011678533
135,Chaitanya Nagar Dhankawadi,21766.79100000001,8,2705.0230245178655
136,Balajinagar,29012.86150000006,2,14329.23602138892
137,Sukhsagarnagar,45826.51049999999,14,3267.3405724691984
138,Vishwakarma Institute (Bibvewadi),23850.723750000016,4,5960.664841273815
139,Upper Indiranagar Bibvewadi,50897.27650000009,0,42574.32480916663
140,Kondhva Budrukh,65373.16299999984,47,1389.4575637201685
141,Katraj Gaon,59836.64250000003,46,1313.8817698880368
142,Rajiv Gandhi Pranisangrhalya,24792.3755,23,1073.5746510840995
143,Bharti Vidhyapeeth,59312.293499999854,20,2958.315137533733
144,Agam Mandir Katraj,38643.674500000096,34,1131.87084767665
