ward_no,ward_name,population,bus_stop_count,predicted_demand
113,Higne Steri Shikshan Sanstha,27679.808713967806,23,1191.8336332331432
114,Janta Vasahat,22631.654623718438,0,23574.6430389445
115,Shau Collage,20573.08617264095,10,2045.333626010694
116,Parvati Industrial Estate,18939.08171667553,4,4726.428255498453
117,Maharshi Nagar,20183.797524303776,16,1261.8095182555448
118,Chatrapati Shivaji Marketyard,23839.8352507584,7,3467.4737583983897
119,D.A.D Colony,27969.570491047256,13,2148.70505641723
120,Kondhva Khurd,31513.48300811027,8,3847.5758377975567
121,N.I.B.M,44014.81393836845,18,2454.4456489426707
122,Mithanagar,62189.17653031692,4,17620.68036234728
123,Bibvewadi,31232.540067724534,11,2748.18478183268
124,Shankar Maharaj Math,25594.783752809155,7,3527.7816604331383
125,Padmavati -Areneshwar,26078.559937150498,6,4295.451177956207
126,Taljai Mandir,23751.646883821177,15,1568.0698330929356
127,Anandnagar -Higne Khurd,32482.295210606346,2,15125.832036714446
128,Vitthalwadi,45454.80398707198,56,816.4166357198146
129,Vadgaon Dhayari,56286.85511458985,46,1189.904707198239
130,Vadgaon Budruk,32599.45975525151,17,1923.2880858843223
131,Manikbaug,26035.725587495275,5,4987.140278799068
132,Chavannagar,33618.66531028314,7,4720.085849027406
133,Dhankawadi Ambegaon Pathar,30094.910134234357,9,3451.6565970866955
134,Dhankawadi Gaon,31682.300739104383,7,4524.5609313124505
135,Chaitanya Nagar Dhankawadi,18935.30221523536,8,2366.4136631868514
136,Balajinagar,25090.850227453597,2,12339.363274759027
137,Sukhsagarnagar,39546.18340227798,14,2737.912031265625
138,Vishwakarma Institute (Bibvewadi),20733.08506694134,4,5007.539549693281
139,Upper Indiranagar Bibvewadi,44758.11588826792,0,35674.535447025904
140,Kondhva Budrukh,57292.20249767421,47,1189.591449254946
141,Katraj Gaon,51922.79078501066,46,1127.1895719276436
142,Rajiv Gandhi Pranisangrhalya,21501.583693108576,23,937.0294311541376
143,Bharti Vidhyapeeth,51575.07665251532,20,2579.6719618775105
144,Agam Mandir Katraj,33715.67251391409,34,990.9743040048015
